id,country,continent,group,height (cm)
13454,Canada,North America,B,179
8682,Ghana,Africa,B,168
6622,Solomon Islands,Oceania,B,161
8705,Iceland,Europe,A,170
11126,Tunisia,Africa,B,175
18147,Sierra Leone,Africa,A,156
7496,Cabo Verde,Africa,B,174
13133,Fiji,Oceania,A,165
11145,Uruguay,South America,A,162
13632,North Korea,Asia,B,173
10628,Mauritius,Africa,B,174
13614,Mozambique,Africa,B,163
5438,Netherlands,Europe,B,184
16174,Kyrgyzstan,Asia,B,173
9445,Honduras,North America,A,155
8918,Venezuela,South America,B,174
2605,Afghanistan,Asia,A,156
6718,Azerbaijan,Europe,B,173
15561,Sri Lanka,Asia,A,154
13729,Trinidad and Tobago,North America,A,164
3892,Kenya,Africa,B,169
14668,Israel,Asia,B,177
17627,Haiti,North America,A,160
5042,Malta,Europe,B,170
5389,Laos,Asia,A,153
3112,Guinea,Africa,B,173
8021,Marshall Islands,Oceania,A,153
15723,Ecuador,South America,A,154
15781,Iraq,Asia,A,159
3742,Azerbaijan,Europe,B,172
7111,Bolivia,South America,A,155
933,Liberia,Africa,A,155
4686,Mozambique,Africa,B,163
17982,Ghana,Africa,B,172
4524,Cameroon,Africa,B,174
1231,Finland,Europe,A,167
4812,Ukraine,Europe,B,181
14851,Turkmenistan,Asia,A,164
6526,Maldives,Asia,B,169
10618,Maldives,Asia,B,166
10154,Ethiopia,Africa,B,168
1402,Serbia,Europe,B,180
6939,Norway,Europe,A,164
821,Cook Islands,Oceania,A,168
12871,Mozambique,Africa,A,154
15284,Belgium,Europe,B,179
10053,Andorra,Europe,A,168
112,Fiji,Oceania,B,173
15748,Germany,Europe,B,180
1920,Cameroon,Africa,B,169
8043,Netherlands,Europe,A,171
6142,Libya,Africa,B,173
4750,Serbia,Europe,B,179
12764,France,Europe,B,177
10592,Kuwait,Asia,B,175
5808,Nepal,Asia,B,163
3314,Tunisia,Africa,B,174
12422,Hungary,Europe,B,179
17558,Comoros,Africa,B,168
7585,Honduras,North America,A,156
13060,Bhutan,Asia,B,166
14215,Costa Rica,North America,A,159
14064,Somalia,Africa,B,170
12435,Ireland,Europe,A,164
17800,Sweden,Europe,B,181
73,Colombia,South America,A,157
12160,Peru,South America,B,165
2450,Mongolia,Asia,B,171
7973,Israel,Asia,A,162
6340,Armenia,Europe,B,172
16030,Belize,North America,B,171
6229,Saint Lucia,North America,A,166
7800,Vanuatu,Oceania,B,169
16588,Morocco,Africa,B,177
11229,Chile,South America,A,160
1924,Central African Republic,Africa,B,170
4020,Somalia,Africa,B,168
17356,Oman,Asia,B,173
18079,Mozambique,Africa,A,156
17864,Andorra,Europe,B,170
7505,Central African Republic,Africa,A,160
17900,Bosnia and Herzegovina,Europe,B,181
16893,Indonesia,Asia,A,154
5210,Albania,Europe,B,172
1588,Egypt,Africa,B,173
10402,Uzbekistan,Asia,B,169
18511,Saudi Arabia,Asia,A,158
16124,Greece,Europe,B,178
9775,El Salvador,North America,A,158
16431,Canada,North America,A,165
7029,Togo,Africa,A,157
4215,Georgia,Europe,A,164
11399,Nigeria,Africa,A,158
12088,Lebanon,Asia,B,178
5231,Azerbaijan,Europe,A,160
7702,Portugal,Europe,B,175
15921,Slovenia,Europe,A,167
17486,Albania,Europe,B,174
16430,Canada,North America,B,179
10590,Kiribati,Oceania,B,170
5268,Cameroon,Africa,B,173
3599,Panama,North America,A,157
3246,Russia,Asia,B,177
10599,Latvia,Europe,A,168
16673,South Korea,Asia,A,163
16862,Georgia,Europe,B,174
2367,Guatemala,North America,A,151
7811,Zimbabwe,Africa,A,160
11852,Syria,Asia,B,174
550,Kyrgyzstan,Asia,B,174
2828,Namibia,Africa,B,169
2261,Barbados,North America,A,167
9756,Cuba,North America,B,172
7484,Bosnia and Herzegovina,Europe,B,181
7007,Sudan,Africa,A,160
131,Greenland,North America,A,162
4809,Tuvalu,Oceania,A,162
17643,Ireland,Europe,A,166
8149,Trinidad and Tobago,North America,A,164
12567,Sierra Leone,Africa,A,158
3930,Mauritania,Africa,B,166
7322,Paraguay,South America,B,172
17389,Saint Lucia,North America,A,164
16978,Nigeria,Africa,B,173
17820,Trinidad and Tobago,North America,B,175
9913,North Korea,Asia,A,164
14145,Andorra,Europe,A,167
12899,Panama,North America,A,158
9418,French Polynesia,Oceania,B,179
4064,Tuvalu,Oceania,B,172
12197,Singapore,Asia,A,159
6952,Peru,South America,B,166
17993,Guinea,Africa,A,159
499,Ghana,Africa,A,159
15140,Poland,Europe,B,179
12862,Mexico,North America,B,171
13870,Eritrea,Africa,B,169
6971,Saint Kitts and Nevis,North America,A,165
5289,Côte d'Ivoire,Africa,A,157
13143,Georgia,Europe,A,162
988,Oman,Asia,B,170
18352,Germany,Europe,B,180
6605,Samoa,Oceania,A,163
5234,Bangladesh,Asia,B,166
8386,Maldives,Asia,B,169
9766,Dominica,North America,B,180
16602,Nicaragua,North America,B,165
18302,Comoros,Africa,B,166
10393,Ukraine,Europe,A,166
2946,Turkmenistan,Asia,B,173
7035,Tunisia,Africa,A,163
1834,Uganda,Africa,B,169
4391,Solomon Islands,Oceania,A,158
5148,Suriname,South America,B,178
6815,French Polynesia,Oceania,A,166
14928,Brazil,South America,B,175
1124,Andorra,Europe,B,178
10528,Fiji,Oceania,B,173
1033,Seychelles,Africa,A,162
7957,Honduras,North America,A,155
3974,Paraguay,South America,B,176
11788,Peru,South America,B,166
8030,Mongolia,Asia,B,172
5655,Comoros,Africa,A,155
16279,Saudi Arabia,Asia,A,158
15125,Oman,Asia,A,158
12619,Turkmenistan,Asia,A,162
9524,Namibia,Africa,B,168
5522,Swaziland,Africa,B,167
9747,Comoros,Africa,A,157
8657,Egypt,Africa,A,160
10570,Iran,Asia,B,175
251,Panama,North America,A,157
9677,Algeria,Africa,A,163
3524,Kuwait,Asia,B,174
11151,Venezuela,South America,A,158
11763,Netherlands,Europe,A,171
16020,Bahrain,Asia,B,172
6891,Luxembourg,Europe,A,166
3995,Saint Kitts and Nevis,North America,A,163
1112,Zambia,Africa,B,166
2402,Kazakhstan,Asia,B,174
16933,Lithuania,Europe,A,169
6289,Trinidad and Tobago,North America,A,165
7285,Moldova,Europe,A,164
9803,Greenland,North America,A,162
10511,Dominica,North America,A,165
6819,Georgia,Europe,A,163
15019,Guinea-Bissau,Africa,A,159
15409,Iraq,Asia,A,158
10096,Burkina Faso,Africa,B,170
11172,Antigua and Barbuda,North America,B,178
4685,Morocco,Africa,A,162
10538,Georgia,Europe,B,173
9413,Fiji,Oceania,A,164
11437,Saint Lucia,North America,A,167
8131,Switzerland,Europe,A,164
5846,Qatar,Asia,B,174
2326,Dominica,North America,B,179
1577,Czech Republic,Europe,A,169
8104,Singapore,Asia,B,174
14834,Tanzania,Africa,B,165
272,Rwanda,Africa,B,165
16022,Bangladesh,Asia,B,164
18140,Senegal,Africa,B,174
1759,Russia,Asia,A,164
9081,Indonesia,Asia,A,154
5640,Cameroon,Africa,B,169
8949,Austria,Europe,A,167
5576,Zambia,Africa,B,165
3755,Belize,North America,A,156
960,Moldova,Europe,B,178
5307,Ecuador,South America,A,154
4879,Bolivia,South America,A,154
3379,Belarus,Europe,A,165
11411,Panama,North America,A,158
5435,Nauru,Oceania,A,157
7803,Venezuela,South America,A,161
1344,Nepal,Asia,B,165
343,Turkmenistan,Asia,A,163
13587,Luxembourg,Europe,A,167
10823,Belize,North America,A,156
5754,Kiribati,Oceania,B,172
9888,Moldova,Europe,B,178
10749,Togo,Africa,A,158
15274,Azerbaijan,Europe,B,171
11025,Niger,Africa,A,160
8308,Germany,Europe,B,180
9900,Nepal,Asia,B,163
8012,Malaysia,Asia,B,170
18379,India,Asia,A,155
7543,El Salvador,North America,A,158
7891,Costa Rica,North America,A,160
2122,Portugal,Europe,B,174
10379,Tonga,Oceania,A,167
15302,Bulgaria,Europe,B,166
13361,Turkey,Asia,A,162
11601,Chile,South America,A,158
14847,Tunisia,Africa,A,161
6304,United Kingdom,Europe,B,178
3457,Estonia,Europe,A,168
6168,Moldova,Europe,B,177
16726,Uzbekistan,Asia,B,169
16201,Mali,Africa,A,161
16413,Bosnia and Herzegovina,Europe,A,166
1409,Singapore,Asia,A,161
9776,Equatorial Guinea,Africa,B,175
6396,Colombia,South America,B,170
14198,Canada,North America,B,177
9670,Zimbabwe,Africa,B,169
4997,Israel,Asia,A,161
14413,Saint Lucia,North America,A,165
3453,Equatorial Guinea,Africa,A,150
5843,Portugal,Europe,A,160
760,Armenia,Europe,B,174
16253,Peru,South America,A,154
10266,Mozambique,Africa,B,165
688,Sweden,Europe,B,179
11351,Libya,Africa,A,161
10540,Germany,Europe,B,180
5153,Sweden,Europe,A,167
17039,Solomon Islands,Oceania,A,158
10988,Malaysia,Asia,B,169
10821,Belgium,Europe,A,164
558,Lesotho,Africa,B,169
3530,Latvia,Europe,B,182
8057,Oman,Asia,A,157
4158,Chad,Africa,B,176
9672,Afghanistan,Asia,B,170
6053,Egypt,Africa,A,160
3881,Israel,Asia,A,163
18424,Madagascar,Africa,B,161
15917,Singapore,Asia,A,159
14574,Chad,Africa,B,174
14630,Georgia,Europe,B,174
5901,Syria,Asia,A,161
6447,Georgia,Europe,A,162
12647,Zimbabwe,Africa,A,159
17539,Burundi,Africa,A,155
6574,Panama,North America,B,169
12444,Jordan,Asia,B,174
8261,Cook Islands,Oceania,A,168
6927,Netherlands,Europe,A,171
12995,Uganda,Africa,A,158
17771,Serbia,Europe,A,168
18389,Israel,Asia,A,162
2848,Oman,Asia,B,171
11116,Thailand,Asia,B,171
1102,Uzbekistan,Asia,B,170
10557,Guyana,South America,A,160
3486,Guinea-Bissau,Africa,B,178
11606,Comoros,Africa,B,169
4361,Romania,Europe,A,165
9074,Hungary,Europe,B,171
13333,Suriname,South America,A,164
5291,Croatia,Europe,A,165
1493,Algeria,Africa,A,162
374,Albania,Europe,B,173
11517,Uruguay,South America,A,160
17836,United Kingdom,Europe,B,177
9010,Croatia,Europe,B,179
14601,Djibouti,Africa,A,168
9815,Haiti,North America,A,160
17154,Bolivia,South America,B,169
9184,Peru,South America,B,166
12718,China,Asia,B,176
15135,Paraguay,South America,A,161
161,Israel,Asia,A,161
4463,Zimbabwe,Africa,A,158
12054,India,Asia,B,166
5646,Chad,Africa,B,175
6702,American Samoa,Oceania,B,177
16888,Iceland,Europe,B,181
11523,Venezuela,South America,A,160
3386,Bermuda,North America,B,183
16437,Chile,South America,A,158
13770,American Samoa,Oceania,B,173
3409,Cameroon,Africa,A,160
570,Malawi,Africa,B,165
1289,Kenya,Africa,A,158
12886,Nigeria,Africa,B,174
9541,North Korea,Asia,A,160
17893,Benin,Africa,A,157
15866,Norway,Europe,B,182
10202,Ireland,Europe,B,179
6875,Kyrgyzstan,Asia,A,159
16441,Colombia,South America,A,157
13660,Romania,Europe,B,177
13533,Guyana,South America,A,158
18228,Afghanistan,Asia,B,170
7575,Guatemala,North America,A,150
3595,Pakistan,Asia,A,154
13971,Malta,Europe,A,169
5861,Samoa,Oceania,A,163
13078,Cambodia,Asia,B,168
2950,Uganda,Africa,B,167
18553,Tajikistan,Asia,A,158
405,Belgium,Europe,A,164
16559,Libya,Africa,A,163
1579,Denmark,Europe,A,169
17020,Samoa,Oceania,B,174
556,Lebanon,Asia,B,178
6933,Niger,Africa,A,160
14941,Cameroon,Africa,A,159
14231,Dominica,North America,A,168
8772,Moldova,Europe,B,174
15004,Germany,Europe,B,181
5831,Panama,North America,A,158
5695,Finland,Europe,A,165
7312,Oman,Asia,B,171
14955,Comoros,Africa,A,155
6357,Belgium,Europe,A,162
8115,South Africa,Africa,A,158
1142,Bangladesh,Asia,B,164
3212,Niger,Africa,B,167
14389,Papua New Guinea,Oceania,A,157
12822,Kiribati,Oceania,B,171
10180,Guinea,Africa,B,173
7757,Sweden,Europe,A,166
18004,Iceland,Europe,B,184
18036,Laos,Asia,B,162
2334,El Salvador,North America,B,170
12426,India,Asia,B,167
12168,Puerto Rico,North America,B,176
10400,Uruguay,South America,B,172
5943,Venezuela,South America,A,158
18493,Puerto Rico,North America,A,160
9197,Romania,Europe,A,165
1855,Yemen,Asia,A,153
16443,Comoros,Africa,A,156
4096,Algeria,Africa,B,173
7635,Luxembourg,Europe,A,166
6294,Turkmenistan,Asia,B,175
17910,Burundi,Africa,B,159
15882,Philippines,Asia,B,165
15119,Nigeria,Africa,A,159
12314,Bermuda,North America,B,182
12978,Timor-Leste,Asia,B,159
15354,El Salvador,North America,B,170
17055,Swaziland,Africa,A,159
10472,Cabo Verde,Africa,B,175
398,Bangladesh,Asia,B,164
8403,Mongolia,Asia,A,160
14418,Saudi Arabia,Asia,B,171
16867,Ghana,Africa,A,159
2865,Poland,Europe,A,165
14943,Canada,North America,A,165
3683,Tonga,Oceania,A,165
9777,Equatorial Guinea,Africa,A,162
12895,Pakistan,Asia,A,156
1223,Eritrea,Africa,A,159
16697,Thailand,Asia,A,160
8986,Cambodia,Asia,B,167
18089,New Zealand,Oceania,A,164
4202,Ethiopia,Africa,B,170
652,Samoa,Oceania,B,174
11697,Jamaica,North America,A,163
18391,Italy,Europe,A,161
5544,Trinidad and Tobago,North America,B,177
3106,Greenland,North America,B,172
8167,United States,North America,A,163
17037,Slovenia,Europe,A,167
16408,Bhutan,Asia,B,164
5708,Greece,Europe,B,180
17034,Slovakia,Europe,B,182
17885,Barbados,North America,A,167
10844,Cabo Verde,Africa,B,175
16674,Spain,Europe,B,175
17375,Portugal,Europe,A,162
8183,Zimbabwe,Africa,A,158
17637,Indonesia,Asia,A,155
11120,Togo,Africa,B,167
13025,Algeria,Africa,A,163
15431,Kyrgyzstan,Asia,A,159
5481,Rwanda,Africa,A,156
11564,Belgium,Europe,B,178
586,Mexico,North America,B,169
2320,Czech Republic,Europe,B,181
4116,Bahrain,Asia,B,171
18187,Timor-Leste,Asia,A,153
8863,Spain,Europe,A,161
15516,Puerto Rico,North America,B,186
2408,Kuwait,Asia,B,174
10071,Bangladesh,Asia,A,153
11279,French Polynesia,Oceania,A,167
18394,Japan,Asia,B,172
2453,Morocco,Africa,A,162
9420,Gabon,Africa,B,172
16614,Pakistan,Asia,B,167
1160,Bosnia and Herzegovina,Europe,B,185
1931,China,Asia,A,163
3149,Kenya,Africa,A,159
9347,Botswana,Africa,A,160
17286,Kiribati,Oceania,B,171
3247,Russia,Asia,A,164
4545,Côte d'Ivoire,Africa,A,156
282,Saudi Arabia,Asia,B,171
7925,Fiji,Oceania,A,163
11486,Tanzania,Africa,B,167
2188,Thailand,Asia,B,171
17088,Ukraine,Europe,B,181
18060,Mali,Africa,B,175
2613,Andorra,Europe,A,165
7773,Togo,Africa,A,160
4769,South Korea,Asia,A,163
13959,Luxembourg,Europe,A,164
729,Uruguay,South America,A,160
2735,Greenland,North America,A,163
17058,Switzerland,Europe,B,179
7506,Chad,Africa,B,174
15791,Japan,Asia,A,158
9327,Bangladesh,Asia,A,152
17011,Russia,Asia,A,164
15850,Nauru,Oceania,B,170
16591,Mozambique,Africa,A,154
9102,Kiribati,Oceania,B,168
7688,Palau,Oceania,B,167
12271,Yemen,Asia,A,155
935,Libya,Africa,A,161
14551,Bolivia,South America,A,156
2531,Solomon Islands,Oceania,A,157
5612,Belgium,Europe,B,178
2145,Senegal,Africa,A,164
3906,Lesotho,Africa,B,168
7748,Sri Lanka,Asia,B,169
3580,New Zealand,Oceania,B,178
2217,Uruguay,South America,A,160
3610,Portugal,Europe,B,175
2847,Norway,Europe,A,166
2834,Netherlands,Europe,B,185
7262,Luxembourg,Europe,B,178
8020,Marshall Islands,Oceania,B,166
555,Latvia,Europe,A,171
12023,French Polynesia,Oceania,A,164
2463,Netherlands,Europe,A,170
17430,Switzerland,Europe,B,179
16600,New Zealand,Oceania,B,177
4413,Syria,Asia,A,164
12317,Bhutan,Asia,A,154
15222,Turkmenistan,Asia,B,176
14146,Angola,Africa,B,159
4627,Italy,Europe,A,162
16001,Algeria,Africa,A,160
13877,Fiji,Oceania,A,163
266,Qatar,Asia,B,172
5016,Laos,Asia,B,160
8046,Nicaragua,North America,B,172
15563,Sudan,Africa,A,161
16016,Austria,Europe,B,178
11440,Samoa,Oceania,B,175
15724,Egypt,Africa,B,175
13868,Equatorial Guinea,Africa,B,164
12888,North Korea,Asia,B,173
10450,Belize,North America,B,167
4853,Armenia,Europe,A,160
13201,Laos,Asia,A,152
847,El Salvador,North America,A,155
5184,Ukraine,Europe,B,179
17384,Rwanda,Africa,B,166
12802,Iran,Asia,B,175
2221,Vanuatu,Oceania,A,162
5143,Spain,Europe,A,161
14802,Slovakia,Europe,B,180
8361,Kuwait,Asia,A,158
15997,Afghanistan,Asia,A,155
8371,Lesotho,Africa,A,156
16806,Chad,Africa,B,167
15624,Afghanistan,Asia,B,166
371,Zimbabwe,Africa,A,161
6425,Egypt,Africa,A,160
7621,Laos,Asia,A,154
4454,Venezuela,South America,B,172
14969,Czech Republic,Europe,A,169
5936,Uruguay,South America,B,173
7202,Guatemala,North America,B,164
14310,Kiribati,Oceania,B,169
17979,Georgia,Europe,A,163
7774,Tonga,Oceania,B,174
11308,Iceland,Europe,B,181
15094,Mexico,North America,B,169
11951,Botswana,Africa,A,162
7802,Venezuela,South America,B,175
14537,Barbados,North America,A,164
14530,Azerbaijan,Europe,B,174
9943,Russia,Asia,A,165
9363,Canada,North America,A,164
12135,Netherlands,Europe,A,168
4952,France,Europe,B,179
10801,Antigua and Barbuda,North America,A,162
8155,Turkmenistan,Asia,A,161
13991,Nauru,Oceania,A,156
3908,Liberia,Africa,B,164
7178,Ethiopia,Africa,B,168
1875,Argentina,South America,A,161
1064,Syria,Asia,B,174
15640,Armenia,Europe,B,171
11033,Oman,Asia,A,157
2064,Mali,Africa,B,176
5788,Marshall Islands,Oceania,B,164
12450,Kiribati,Oceania,B,170
9658,Uzbekistan,Asia,B,170
16555,Lesotho,Africa,A,156
3667,Switzerland,Europe,A,162
15246,Yemen,Asia,B,165
14005,North Korea,Asia,A,164
5294,Cyprus,Europe,B,172
2551,Switzerland,Europe,A,162
12339,Canada,North America,A,165
443,China,Asia,A,163
10125,Côte d'Ivoire,Africa,A,157
15035,Iran,Asia,A,160
852,Estonia,Europe,B,183
10653,Niger,Africa,A,158
9163,Nicaragua,North America,A,156
9137,Marshall Islands,Oceania,A,153
2793,Liberia,Africa,A,156
16485,France,Europe,A,164
3189,Mauritius,Africa,A,158
420,Brazil,South America,B,175
16055,Cambodia,Asia,A,154
2397,Jamaica,North America,A,163
17966,Ethiopia,Africa,B,169
11386,Nauru,Oceania,B,171
2961,Uruguay,South America,A,161
16539,Kazakhstan,Asia,A,160
5212,Algeria,Africa,B,175
14914,Belize,North America,B,168
6344,Austria,Europe,B,178
2414,Latvia,Europe,B,183
2200,Turkey,Asia,B,174
6118,Japan,Asia,B,172
5621,Bhutan,Asia,A,155
15826,Maldives,Asia,B,167
10245,Malaysia,Asia,A,156
12799,India,Asia,A,155
14986,Eritrea,Africa,B,170
3949,Nepal,Asia,A,152
7890,Costa Rica,North America,B,173
5276,Chile,South America,B,172
5298,Denmark,Europe,B,181
1412,Slovenia,Europe,B,180
5857,Saint Lucia,North America,A,167
1045,Somalia,Africa,A,156
3511,Italy,Europe,A,161
5111,Saint Kitts and Nevis,North America,A,162
950,Malta,Europe,B,168
9485,Lebanon,Asia,A,162
3877,Iraq,Asia,A,157
996,Papua New Guinea,Oceania,B,163
209,Marshall Islands,Oceania,A,155
13942,Kyrgyzstan,Asia,B,171
17260,Iceland,Europe,B,185
4460,Zambia,Africa,B,168
14326,Libya,Africa,B,176
2817,Mauritius,Africa,A,158
9989,Sweden,Europe,A,165
4508,Bosnia and Herzegovina,Europe,B,179
3105,Greece,Europe,A,165
8798,Norway,Europe,B,178
12002,Ecuador,South America,B,167
4364,Rwanda,Africa,B,167
3115,Guinea-Bissau,Africa,A,158
17316,Mali,Africa,B,178
16663,Slovakia,Europe,A,166
13350,Timor-Leste,Asia,B,159
953,Marshall Islands,Oceania,A,153
7447,American Samoa,Oceania,A,165
16707,Tunisia,Africa,A,160
17920,Central African Republic,Africa,B,171
10532,France,Europe,B,179
12240,Trinidad and Tobago,North America,B,180
13681,Seychelles,Africa,A,163
16029,Belgium,Europe,A,164
9901,Nepal,Asia,A,151
8045,New Zealand,Oceania,A,164
12297,Austria,Europe,A,165
6769,Colombia,South America,A,157
9478,Kyrgyzstan,Asia,B,172
14956,Cook Islands,Oceania,B,177
3062,Cyprus,Europe,B,174
17970,Finland,Europe,B,179
15651,Bangladesh,Asia,A,152
11972,Chile,South America,B,171
3723,Albania,Europe,A,163
17616,Grenada,North America,B,177
4432,Turkey,Asia,B,175
9584,Senegal,Africa,B,177
11755,Mozambique,Africa,A,156
7928,France,Europe,B,177
10558,Haiti,North America,B,170
10906,French Polynesia,Oceania,B,177
3208,New Zealand,Oceania,B,177
10717,Somalia,Africa,A,162
11698,Japan,Asia,B,172
3394,Botswana,Africa,B,173
13199,Kyrgyzstan,Asia,A,160
18291,Canada,North America,A,165
9480,Laos,Asia,B,165
5616,Benin,Africa,B,168
15005,Germany,Europe,A,165
13843,Costa Rica,North America,A,161
13937,Kenya,Africa,A,160
9475,Kiribati,Oceania,A,162
4457,Vietnam,Asia,A,159
7368,Somalia,Africa,B,171
7576,Guinea,Africa,B,169
14042,Saint Vincent and the Grenadines,North America,B,177
17584,Egypt,Africa,B,175
6984,Seychelles,Africa,B,176
2868,Puerto Rico,North America,B,182
16151,Iran,Asia,A,160
5239,Belarus,Europe,A,168
10370,Tanzania,Africa,B,169
1022,Saint Vincent and the Grenadines,North America,B,178
6112,Israel,Asia,B,174
16742,Albania,Europe,B,173
13513,Gabon,Africa,A,158
17021,Samoa,Oceania,A,164
18096,North Korea,Asia,B,186
16393,Bahrain,Asia,A,156
9215,Serbia,Europe,A,168
12381,Equatorial Guinea,Africa,A,160
16341,Tuvalu,Oceania,A,164
909,Jamaica,North America,A,163
13434,Bolivia,South America,B,172
7151,Croatia,Europe,A,167
133,Grenada,North America,A,165
13259,Nigeria,Africa,A,159
4608,Honduras,North America,B,170
9014,Cyprus,Europe,B,174
15932,Sri Lanka,Asia,B,167
14165,Barbados,North America,A,166
2519,Serbia,Europe,A,169
12766,French Polynesia,Oceania,B,178
18137,Samoa,Oceania,A,162
931,Lesotho,Africa,A,156
17857,Afghanistan,Asia,A,156
12413,Guinea,Africa,A,158
7290,Mozambique,Africa,B,164
2678,Comoros,Africa,B,164
1507,Australia,Oceania,A,164
18310,Croatia,Europe,B,181
17753,Romania,Europe,A,164
8251,Chad,Africa,A,161
15426,Kiribati,Oceania,B,169
16592,Namibia,Africa,B,168
2468,Niger,Africa,B,169
7759,Switzerland,Europe,A,165
575,Maldives,Asia,A,154
2262,Belarus,Europe,B,180
7698,Philippines,Asia,B,164
5873,Singapore,Asia,A,163
13550,Ireland,Europe,B,180
17388,Saint Lucia,North America,B,176
8230,Botswana,Africa,B,170
17161,Brazil,South America,A,162
5697,France,Europe,A,164
11449,Seychelles,Africa,A,162
7319,Panama,North America,A,156
15451,Malawi,Africa,A,157
16854,Finland,Europe,B,179
2108,Palau,Oceania,B,170
3326,United Arab Emirates,Asia,B,172
2957,United Kingdom,Europe,A,164
3162,Lesotho,Africa,B,166
17631,Hungary,Europe,A,164
1973,Fiji,Oceania,A,163
17824,Turkey,Asia,B,174
857,Fiji,Oceania,A,164
13838,Comoros,Africa,B,166
14110,Uganda,Africa,B,169
10900,Fiji,Oceania,B,172
986,Norway,Europe,B,178
16264,Romania,Europe,B,178
13658,Qatar,Asia,B,173
4703,Nigeria,Africa,A,159
18046,Libya,Africa,B,174
9515,Mexico,North America,A,157
1911,Bulgaria,Europe,A,166
17532,Brazil,South America,B,175
1528,Bhutan,Asia,B,167
15785,Israel,Asia,A,162
2187,Tanzania,Africa,A,156
8111,Solomon Islands,Oceania,A,155
12371,Dominica,North America,A,165
11929,Bahrain,Asia,A,158
7136,Chile,South America,B,174
10576,Israel,Asia,B,174
1704,Moldova,Europe,B,174
17122,Angola,Africa,B,165
10980,Lithuania,Europe,B,180
16062,Chad,Africa,B,171
8236,Burkina Faso,Africa,B,174
1121,Algeria,Africa,A,164
15858,Nicaragua,North America,B,173
14477,Turkey,Asia,A,161
11235,Comoros,Africa,A,158
18235,American Samoa,Oceania,A,169
2240,Andorra,Europe,B,185
11573,Bhutan,Asia,A,153
5145,Sri Lanka,Asia,A,155
8039,Nauru,Oceania,A,158
3734,Argentina,South America,B,173
16593,Namibia,Africa,A,159
5974,Azerbaijan,Europe,B,172
14015,Panama,North America,A,158
12458,Latvia,Europe,B,182
5078,Norway,Europe,B,181
11140,United Kingdom,Europe,B,178
13816,Burkina Faso,Africa,B,173
3077,Egypt,Africa,A,160
5395,Lesotho,Africa,A,158
17683,Malawi,Africa,A,156
13708,Sweden,Europe,B,180
8042,Netherlands,Europe,B,183
4014,Slovakia,Europe,B,181
9302,Albania,Europe,B,174
16487,French Polynesia,Oceania,A,168
10973,Lebanon,Asia,A,163
16247,Panama,North America,A,159
8171,Uzbekistan,Asia,A,161
3384,Benin,Africa,B,166
4665,Malaysia,Asia,A,156
10613,Madagascar,Africa,A,154
5671,Denmark,Europe,A,168
10996,Marshall Islands,Oceania,B,165
13652,Poland,Europe,B,180
3699,United Arab Emirates,Asia,A,160
647,Saint Kitts and Nevis,North America,A,165
10427,Angola,Africa,A,163
259,Philippines,Asia,A,154
8477,Singapore,Asia,A,159
3553,Mali,Africa,A,162
12756,Estonia,Europe,B,182
10313,Romania,Europe,A,165
17759,Saint Kitts and Nevis,North America,A,164
9999,Tanzania,Africa,A,155
8678,Georgia,Europe,B,177
4353,Poland,Europe,A,165
8438,Paraguay,South America,B,173
1871,Angola,Africa,A,161
15616,Vietnam,Asia,B,167
2724,Gabon,Africa,B,167
13694,South Africa,Africa,B,169
1869,Andorra,Europe,A,168
9463,Italy,Europe,A,162
1717,Nepal,Asia,A,153
6055,El Salvador,North America,A,154
16063,Chad,Africa,A,161
4613,Iceland,Europe,A,171
609,Niger,Africa,A,159
9881,Marshall Islands,Oceania,A,157
10753,Trinidad and Tobago,North America,A,161
6777,Côte d'Ivoire,Africa,A,159
10178,Guatemala,North America,B,165
8313,Greece,Europe,A,164
10781,Vietnam,Asia,A,159
8319,Guatemala,North America,A,149
16617,Palau,Oceania,A,158
8138,Tanzania,Africa,B,165
6613,Seychelles,Africa,A,162
9539,Nigeria,Africa,A,156
8287,El Salvador,North America,A,155
12612,Trinidad and Tobago,North America,B,180
1657,Jordan,Asia,A,159
3468,Gabon,Africa,B,174
11289,Greece,Europe,A,167
7450,Angola,Africa,B,158
18545,Sweden,Europe,A,167
13336,Sweden,Europe,B,179
4394,South Africa,Africa,B,170
17308,Madagascar,Africa,B,164
11374,Mexico,North America,B,171
12013,Estonia,Europe,A,168
6070,French Polynesia,Oceania,B,180
6181,Nepal,Asia,A,152
8226,Bolivia,South America,B,168
14741,New Zealand,Oceania,A,164
2948,Tuvalu,Oceania,B,173
7395,Tanzania,Africa,A,156
17298,Lesotho,Africa,B,165
12816,Jordan,Asia,B,175
14089,Tajikistan,Asia,A,157
5859,Saint Vincent and the Grenadines,North America,A,166
17357,Oman,Asia,A,158
9280,United Kingdom,Europe,B,177
7082,Argentina,South America,B,173
15397,Honduras,North America,A,155
13111,Denmark,Europe,A,169
3846,Ghana,Africa,B,172
9642,Turkmenistan,Asia,B,174
10399,United States,North America,A,163
13158,Guinea-Bissau,Africa,B,166
9129,Malaysia,Asia,A,158
2498,Qatar,Asia,B,174
7556,France,Europe,B,179
413,Bhutan,Asia,A,153
17914,Cambodia,Asia,B,162
10836,Brazil,South America,B,176
3006,Belarus,Europe,B,178
14498,Venezuela,South America,B,173
14645,Guinea,Africa,A,159
654,Saudi Arabia,Asia,B,169
